,Make,AccidentArea,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,delay_weeks
7545,Honda,Urban,Male,Single,35,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,4,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,61
7546,Pontiac,Urban,Female,Married,40,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,61
7547,Pontiac,Urban,Male,Married,36,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,7 years,No,Yes,External,none,no change,1 vehicle,62
7548,Toyota,Urban,Female,Married,50,Policy Holder,Sedan - Collision,less than 20000,0,500,3,more than 30,2 to 4,7 years,No,No,External,3 to 5,2 to 3 years,1 vehicle,60
7549,Pontiac,Urban,Male,Married,47,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,61
7550,Chevrolet,Urban,Male,Married,30,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,63
7551,Toyota,Urban,Male,Married,74,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,4
7552,Accura,Urban,Male,Married,52,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,2,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1
7553,Pontiac,Urban,Male,Single,30,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,6 years,No,No,External,1 to 2,1 year,1 vehicle,1
7554,Accura,Urban,Male,Married,60,Policy Holder,Utility - All Perils,more than 69000,1,400,4,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,8
7555,Toyota,Urban,Male,Married,59,Policy Holder,Sedan - Collision,20000 to 29000,1,400,1,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,2
7556,Mazda,Urban,Male,Single,44,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,60
7557,Honda,Urban,Female,Single,28,Policy Holder,Sedan - Liability,more than 69000,0,400,4,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,60
7558,Ford,Urban,Male,Single,30,Policy Holder,Sedan - All Perils,20000 to 29000,1,400,3,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1
7559,Pontiac,Urban,Male,Married,42,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
7560,Toyota,Rural,Male,Married,60,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,1,more than 7,No,No,External,1 to 2,4 to 8 years,2 vehicles,9
7561,Toyota,Urban,Male,Married,47,Third Party,Sedan - Collision,30000 to 39000,0,400,4,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,60
7562,Mazda,Urban,Male,Single,27,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,4
7563,Mazda,Urban,Male,Married,45,Third Party,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,2
7564,Mazda,Urban,Male,Single,32,Third Party,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,60
7565,Pontiac,Urban,Male,Married,71,Policy Holder,Sedan - All Perils,less than 20000,0,400,1,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,60
7566,Mazda,Urban,Male,Single,35,Third Party,Sport - Collision,more than 69000,0,400,4,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,5
7567,Pontiac,Urban,Female,Married,26,Policy Holder,Sedan - All Perils,20000 to 29000,1,400,1,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1
7568,Pontiac,Urban,Male,Married,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,61
7569,Chevrolet,Urban,Male,Married,66,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,60
7570,Honda,Urban,Male,Married,58,Third Party,Sedan - All Perils,more than 69000,0,400,3,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,60
7571,Honda,Urban,Male,Married,32,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,60
7572,Pontiac,Urban,Male,Married,55,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
7573,Mazda,Urban,Male,Single,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,61
7574,Honda,Urban,Male,Married,54,Third Party,Sedan - All Perils,less than 20000,0,400,4,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,62
7575,Honda,Urban,Male,Married,29,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,more than 4,4 years,No,No,External,none,no change,1 vehicle,60
7576,Toyota,Urban,Female,Single,33,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1
7577,Chevrolet,Urban,Male,Married,39,Policy Holder,Sedan - All Perils,more than 69000,0,400,1,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,2
7578,Toyota,Urban,Female,Married,48,Third Party,Sedan - Collision,less than 20000,0,400,4,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,60
7579,Toyota,Urban,Male,Single,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,60
7580,Toyota,Urban,Male,Married,36,Third Party,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,4
7581,Toyota,Urban,Male,Married,36,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,1
7582,Mazda,Urban,Male,Married,53,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
7583,Toyota,Urban,Female,Single,26,Policy Holder,Sedan - Liability,20000 to 29000,1,400,3,more than 30,2 to 4,4 years,No,No,External,more than 5,no change,1 vehicle,1
7584,Mazda,Rural,Male,Single,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1
7585,Accura,Urban,Male,Married,50,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,more than 7,No,No,External,more than 5,no change,3 to 4,1
7586,Toyota,Urban,Male,Single,28,Policy Holder,Sedan - Collision,less than 20000,0,400,4,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,2
7587,Toyota,Urban,Female,Married,45,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,8
7588,Ford,Urban,Male,Single,22,Third Party,Sedan - Collision,30000 to 39000,0,400,4,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,1
7589,Toyota,Urban,Male,Single,24,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,5 years,No,No,External,more than 5,no change,1 vehicle,60
7590,Chevrolet,Rural,Male,Married,54,Third Party,Sedan - Collision,more than 69000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,2
7591,Honda,Urban,Male,Married,44,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,61
7592,Pontiac,Rural,Male,Married,39,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1
7593,Honda,Urban,Female,Single,47,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,2
7594,Honda,Urban,Male,Married,44,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,3
7595,Toyota,Urban,Female,Married,41,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,2 years,No,No,External,1 to 2,no change,1 vehicle,62
7596,Accura,Urban,Male,Single,55,Policy Holder,Sedan - Liability,more than 69000,0,400,2,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,3
7597,Mazda,Urban,Female,Single,26,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,5 years,No,No,External,more than 5,no change,1 vehicle,60
7598,Pontiac,Urban,Male,Married,64,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,1,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1
7599,Mazda,Urban,Female,Married,48,Policy Holder,Sedan - Liability,30000 to 39000,0,500,1,more than 30,2 to 4,7 years,No,No,External,none,2 to 3 years,1 vehicle,61
7600,Pontiac,Urban,Male,Married,60,Policy Holder,Sedan - Collision,more than 69000,0,400,1,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
7601,Pontiac,Urban,Male,Single,53,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
7602,Mazda,Urban,Male,Married,41,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,7 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,1
7603,Pontiac,Urban,Male,Married,27,Policy Holder,Sedan - All Perils,less than 20000,0,400,4,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,61
7604,Mazda,Urban,Male,Married,30,Policy Holder,Sedan - Collision,more than 69000,0,400,4,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,60
7605,Toyota,Urban,Male,Single,27,Third Party,Sedan - Liability,20000 to 29000,0,400,1,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,5
7606,Toyota,Urban,Male,Married,71,Policy Holder,Sedan - All Perils,less than 20000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,60
7607,Pontiac,Urban,Male,Single,42,Policy Holder,Utility - All Perils,40000 to 59000,0,400,1,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,61
7608,Toyota,Urban,Male,Married,26,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,61
7609,Toyota,Urban,Female,Single,29,Policy Holder,Sedan - All Perils,less than 20000,0,400,1,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1
7610,Chevrolet,Urban,Male,Married,55,Third Party,Sedan - Liability,30000 to 39000,0,400,2,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
7611,Mazda,Rural,Male,Married,46,Policy Holder,Sedan - All Perils,less than 20000,1,400,1,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1
7612,Pontiac,Urban,Male,Married,50,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,6
7613,Honda,Rural,Male,Single,17,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,2 to 4,new,Yes,No,External,none,no change,1 vehicle,61
7614,Toyota,Rural,Male,Married,21,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,61
7615,Chevrolet,Urban,Male,Single,35,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
7616,Ford,Urban,Male,Married,51,Third Party,Sedan - All Perils,30000 to 39000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
7617,Chevrolet,Urban,Male,Married,62,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
7618,Honda,Rural,Male,Single,28,Policy Holder,Sedan - Collision,20000 to 29000,1,400,1,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1
7619,Mazda,Urban,Male,Married,65,Policy Holder,Sedan - Liability,more than 69000,0,400,2,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,60
7620,Toyota,Urban,Male,Single,29,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,60
7621,Mazda,Urban,Male,Married,63,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,60
7622,Toyota,Urban,Male,Married,46,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
7623,Ford,Rural,Male,Married,60,Policy Holder,Sedan - Liability,60000 to 69000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,61
7624,Honda,Urban,Male,Single,19,Third Party,Sport - Collision,more than 69000,0,400,1,more than 30,none,3 years,No,No,External,none,no change,1 vehicle,3
7625,Mazda,Urban,Female,Single,34,Policy Holder,Sedan - All Perils,less than 20000,0,400,1,more than 30,1,3 years,No,No,External,more than 5,no change,1 vehicle,62
7626,Pontiac,Urban,Female,Married,59,Policy Holder,Sedan - Liability,30000 to 39000,0,700,2,more than 30,more than 4,more than 7,No,No,External,none,no change,3 to 4,60
7627,Mazda,Urban,Female,Married,53,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1
7628,Toyota,Urban,Male,Married,63,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,3
7629,Toyota,Urban,Male,Married,52,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,3,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,61
7630,Honda,Urban,Female,Single,28,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,60
7631,Pontiac,Urban,Male,Married,53,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
7632,Toyota,Urban,Male,Married,38,Policy Holder,Sedan - All Perils,less than 20000,0,400,3,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,10
7633,Toyota,Urban,Male,Married,45,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,63
7634,Honda,Urban,Male,Single,16,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,60
7635,Chevrolet,Urban,Male,Married,35,Policy Holder,Utility - All Perils,more than 69000,0,400,2,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,62
7636,Toyota,Urban,Male,Married,61,Policy Holder,Sedan - Collision,more than 69000,0,400,1,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,60
7637,Toyota,Urban,Male,Married,49,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,60
7638,Toyota,Urban,Male,Married,54,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,9
7639,Pontiac,Urban,Male,Married,34,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,61
7640,Toyota,Urban,Male,Single,24,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,4
7641,Toyota,Urban,Male,Married,68,Third Party,Sedan - All Perils,less than 20000,0,400,1,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,61
7642,Pontiac,Urban,Male,Single,23,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,more than 4,5 years,No,No,External,more than 5,no change,1 vehicle,60
7643,Toyota,Urban,Male,Single,27,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,7
7644,Honda,Urban,Female,Single,32,Policy Holder,Sedan - All Perils,less than 20000,0,400,2,more than 30,1,6 years,No,No,External,none,1 year,2 vehicles,61
7645,Chevrolet,Urban,Male,Married,55,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,60
7646,Chevrolet,Urban,Male,Single,39,Policy Holder,Utility - All Perils,more than 69000,0,400,4,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,4
7647,Pontiac,Rural,Male,Married,46,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
7648,Pontiac,Urban,Male,Married,39,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
7649,Honda,Urban,Male,Married,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,60
7650,VW,Urban,Male,Single,45,Third Party,Sedan - All Perils,more than 69000,1,500,4,more than 30,none,7 years,No,No,External,more than 5,2 to 3 years,1 vehicle,5
7651,Toyota,Urban,Male,Single,31,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,5
7652,Chevrolet,Urban,Male,Married,51,Third Party,Sedan - All Perils,30000 to 39000,0,400,3,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,61
7653,Honda,Urban,Male,Married,31,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,60
7654,Pontiac,Urban,Male,Married,58,Third Party,Sedan - All Perils,more than 69000,0,400,4,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
7655,Honda,Urban,Male,Married,47,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,6
7656,Pontiac,Urban,Male,Married,30,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,6
7657,Toyota,Urban,Male,Single,28,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,3 years,No,No,External,none,no change,1 vehicle,60
7658,Pontiac,Urban,Female,Married,45,Third Party,Sedan - Collision,30000 to 39000,0,400,2,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,61
7659,Accura,Rural,Male,Married,76,Policy Holder,Sedan - All Perils,30000 to 39000,1,400,3,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,60
