Make,AccidentArea,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Age_Binned,delay_weeks
Toyota,Urban,Male,Married,50,Policy Holder,Sedan - All Perils,more than 69000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,3 to 4,51-65,60
Mazda,Urban,Male,Married,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,7 years,Yes,No,External,1 to 2,4 to 8 years,2 vehicles,31-35,6
Toyota,Urban,Female,Single,28,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,26-30,60
Pontiac,Urban,Female,Single,28,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,26-30,60
Accura,Urban,Male,Married,35,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,none,7 years,No,No,Internal,more than 5,no change,1 vehicle,36-40,7
Pontiac,Urban,Male,Married,36,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,36-40,14
Honda,Urban,Male,Married,48,Policy Holder,Sedan - Collision,more than 69000,0,400,1,more than 30,none,new,No,No,External,none,no change,1 vehicle,41-50,1
Mazda,Urban,Female,Single,28,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,3 years,No,No,External,none,no change,1 vehicle,26-30,60
Ford,Urban,Male,Married,64,Policy Holder,Sedan - All Perils,40000 to 59000,1,400,4,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,51-65,19
Toyota,Urban,Female,Married,51,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,51-65,61
Honda,Urban,Male,Married,33,Third Party,Sedan - Liability,30000 to 39000,0,400,1,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,31-35,1
Honda,Urban,Female,Married,39,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,36-40,17
Pontiac,Urban,Male,Married,55,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,51-65,60
Accura,Urban,Male,Married,31,Policy Holder,Utility - All Perils,more than 69000,0,500,1,more than 30,1,7 years,No,No,External,none,2 to 3 years,1 vehicle,31-35,60
Toyota,Urban,Male,Married,33,Third Party,Sedan - All Perils,more than 69000,0,400,3,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,31-35,60
Toyota,Urban,Male,Married,37,Policy Holder,Sedan - Collision,30000 to 39000,0,400,2,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,36-40,60
Toyota,Urban,Male,Married,55,Third Party,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,51-65,5
Pontiac,Urban,Male,Married,45,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,41-50,60
Honda,Urban,Male,Married,46,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,61
Mazda,Urban,Female,Married,55,Policy Holder,Sedan - All Perils,less than 20000,0,400,2,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,51-65,61
Pontiac,Urban,Male,Single,27,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,26-30,61
Pontiac,Urban,Male,Married,75,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,65+,60
Pontiac,Urban,Male,Single,47,Policy Holder,Sedan - Liability,20000 to 29000,0,700,1,more than 30,1,more than 7,No,No,External,1 to 2,4 to 8 years,2 vehicles,41-50,61
Dodge,Urban,Male,Married,38,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,36-40,62
Nisson,Urban,Male,Married,41,Third Party,Sedan - All Perils,more than 69000,0,400,4,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,41-50,60
Accura,Urban,Male,Married,37,Policy Holder,Sedan - Liability,more than 69000,0,400,2,8 to 15,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,36-40,60
Pontiac,Urban,Male,Married,52,Third Party,Sedan - All Perils,less than 20000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,51-65,1
Chevrolet,Urban,Male,Married,48,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,41-50,62
Mazda,Urban,Female,Married,29,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,26-30,60
Accura,Urban,Male,Married,49,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,2 to 4,6 years,Yes,No,External,1 to 2,no change,1 vehicle,41-50,1
Mazda,Rural,Female,Single,27,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,more than 4,6 years,No,No,External,1 to 2,no change,1 vehicle,26-30,1
Chevrolet,Rural,Male,Single,29,Policy Holder,Utility - All Perils,more than 69000,1,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,26-30,61
Toyota,Urban,Female,Married,30,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,5 years,No,No,External,3 to 5,no change,1 vehicle,31-35,60
Pontiac,Urban,Female,Single,32,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,31-35,6
Toyota,Urban,Male,Married,30,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,61
Toyota,Rural,Male,Married,37,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,5 years,No,No,External,1 to 2,no change,1 vehicle,36-40,61
Pontiac,Urban,Male,Married,55,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,7 years,No,No,External,1 to 2,1 year,1 vehicle,51-65,61
Mazda,Rural,Male,Married,52,Policy Holder,Sedan - Collision,30000 to 39000,0,400,2,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,61
Toyota,Urban,Male,Married,48,Policy Holder,Sedan - All Perils,20000 to 29000,1,400,4,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,41-50,60
Chevrolet,Urban,Male,Single,30,Policy Holder,Sedan - Liability,more than 69000,0,400,2,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,31-35,60
Mazda,Urban,Male,Married,32,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,5
Dodge,Rural,Female,Single,30,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,3 to 4,31-35,60
Toyota,Urban,Male,Married,28,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,26-30,1
Toyota,Rural,Male,Single,45,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,7 years,No,No,External,more than 5,4 to 8 years,2 vehicles,41-50,60
Mazda,Urban,Male,Married,43,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,41-50,60
Chevrolet,Urban,Male,Married,65,Policy Holder,Utility - Liability,more than 69000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,65+,61
Mazda,Urban,Male,Married,28,Third Party,Sedan - Collision,30000 to 39000,0,400,1,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Married,61,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,51-65,60
Mazda,Urban,Male,Married,38,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,1,6 years,Yes,No,External,more than 5,no change,1 vehicle,36-40,60
Honda,Rural,Male,Single,28,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,26-30,61
Pontiac,Urban,Female,Married,39,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,36-40,2
Chevrolet,Urban,Male,Single,43,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,41-50,60
Toyota,Urban,Female,Married,29,Policy Holder,Sedan - Collision,more than 69000,0,400,4,more than 30,2 to 4,6 years,Yes,No,External,none,no change,1 vehicle,26-30,61
Mazda,Urban,Male,Single,27,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,26-30,61
Honda,Urban,Male,Single,28,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,4 years,No,No,External,1 to 2,no change,1 vehicle,26-30,60
Mazda,Urban,Male,Married,54,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,51-65,61
Pontiac,Urban,Male,Married,39,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,36-40,1
Pontiac,Rural,Male,Married,33,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,31-35,60
Pontiac,Rural,Male,Married,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,4 years,No,No,External,1 to 2,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Married,65,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,65+,60
Toyota,Urban,Female,Married,33,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,31-35,60
Chevrolet,Urban,Male,Single,39,Policy Holder,Utility - All Perils,more than 69000,0,400,4,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,36-40,3
Chevrolet,Urban,Female,Married,52,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,51-65,60
Honda,Urban,Male,Single,16,Policy Holder,Sedan - Liability,more than 69000,0,400,4,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,0-17,60
Pontiac,Urban,Male,Married,56,Third Party,Sedan - Liability,20000 to 29000,0,500,2,more than 30,none,more than 7,No,No,External,none,2 to 3 years,2 vehicles,51-65,61
Honda,Urban,Male,Married,45,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,5 years,No,No,External,1 to 2,no change,1 vehicle,41-50,3
Mazda,Urban,Female,Single,34,Policy Holder,Sedan - Liability,more than 69000,0,400,3,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,31-35,60
Toyota,Urban,Male,Single,24,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,3 years,No,No,External,more than 5,no change,1 vehicle,21-25,60
Ford,Urban,Male,Married,32,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,60
Chevrolet,Urban,Female,Married,50,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,51-65,60
Chevrolet,Urban,Male,Married,50,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,61
Pontiac,Urban,Male,Married,27,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,26-30,60
Honda,Urban,Male,Married,33,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,31-35,60
Toyota,Urban,Male,Married,53,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,51-65,60
Honda,Urban,Male,Married,53,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,61
Toyota,Urban,Male,Married,44,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,41-50,1
Toyota,Urban,Male,Single,26,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,26-30,7
Pontiac,Urban,Male,Married,28,Third Party,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,26-30,1
Mazda,Urban,Male,Single,28,Policy Holder,Sport - Collision,more than 69000,0,400,4,more than 30,none,5 years,Yes,No,External,1 to 2,no change,1 vehicle,26-30,1
Honda,Urban,Male,Single,30,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,31-35,61
Honda,Urban,Male,Single,36,Policy Holder,Sedan - Collision,20000 to 29000,1,400,1,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,36-40,60
Toyota,Rural,Male,Married,53,Policy Holder,Sedan - Collision,20000 to 29000,1,400,2,more than 30,none,4 years,No,No,External,none,no change,1 vehicle,51-65,60
Pontiac,Urban,Male,Single,33,Policy Holder,Sedan - Collision,30000 to 39000,1,400,3,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,3 to 4,31-35,61
Toyota,Urban,Male,Married,54,Third Party,Sedan - Liability,20000 to 29000,0,400,1,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,3
Toyota,Urban,Female,Married,52,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,51-65,5
Chevrolet,Urban,Male,Married,49,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,41-50,61
Honda,Urban,Male,Married,28,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,26-30,60
Toyota,Urban,Male,Married,28,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,26-30,19
Pontiac,Urban,Male,Married,27,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,26-30,60
Toyota,Urban,Male,Married,29,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,26-30,60
Toyota,Urban,Male,Single,30,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,31-35,61
Honda,Urban,Female,Married,46,Third Party,Sedan - All Perils,less than 20000,0,400,3,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,41-50,60
Mazda,Urban,Female,Single,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,31-35,60
Toyota,Urban,Male,Married,50,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,61
Pontiac,Rural,Female,Single,43,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,41-50,61
Toyota,Urban,Male,Married,53,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,51-65,61
Honda,Urban,Male,Married,37,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,36-40,60
Toyota,Urban,Male,Single,22,Policy Holder,Sedan - Collision,more than 69000,0,400,2,more than 30,1,5 years,No,No,External,more than 5,no change,1 vehicle,21-25,60
Mazda,Urban,Male,Married,65,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,65+,60
Pontiac,Urban,Male,Married,30,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,31-35,60
Pontiac,Urban,Male,Married,47,Third Party,Sedan - All Perils,less than 20000,0,400,1,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,41-50,62
Mazda,Urban,Male,Married,26,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,26-30,61
Honda,Urban,Male,Single,51,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,51-65,60
Honda,Urban,Male,Single,18,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,3 years,No,No,Internal,more than 5,no change,1 vehicle,18-20,4
Toyota,Rural,Male,Married,41,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,41-50,60
Toyota,Urban,Male,Married,52,Policy Holder,Sedan - Liability,more than 69000,0,400,3,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,51-65,60
Honda,Urban,Male,Married,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,more than 4,6 years,No,No,External,3 to 5,4 to 8 years,2 vehicles,31-35,60
Toyota,Urban,Male,Single,26,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,26-30,60
Toyota,Urban,Male,Married,72,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,65+,61
Honda,Urban,Female,Married,28,Third Party,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,26-30,2
Ford,Urban,Male,Married,67,Policy Holder,Sedan - Liability,less than 20000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,65+,60
Chevrolet,Urban,Male,Married,74,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,65+,60
Toyota,Urban,Male,Single,26,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,26-30,60
Mazda,Urban,Male,Married,35,Third Party,Sedan - Collision,30000 to 39000,0,400,4,more than 30,1,7 years,No,No,Internal,1 to 2,no change,1 vehicle,36-40,60
Toyota,Urban,Male,Single,21,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,2 to 4,5 years,No,No,External,3 to 5,no change,1 vehicle,21-25,62
